100	1250	PairSmallest
d	sum	lb	lbsoln	i/s	opt
1	54418	44	100	1	2.27273
1	58196	47	100	1	2.12766
1	56702	46	100	1	2.17391
1	61683	50	100	1	2
1	63349	51	100	1	1.96078
1	59480	48	100	1	2.08333
1	54877	44	100	1	2.27273
1	56574	46	100	1	2.17391
1	59876	48	100	1	2.08333
1	59055	48	100	1	2.08333
1	58720	47	100	1	2.12766
1	55918	45	100	1	2.22222
1	56755	46	100	1	2.17391
1	54451	44	100	1	2.27273
1	58714	47	100	1	2.12766
1	58178	47	100	1	2.12766
1	57293	46	100	1	2.17391
1	51932	42	100	1	2.38095
1	58655	47	100	1	2.12766
1	57497	46	100	1	2.17391
1	60555	49	100	1	2.04082
1	59312	48	100	1	2.08333
1	56345	46	100	1	2.17391
1	57088	46	100	1	2.17391
1	63731	51	100	1	1.96078
1	60412	49	100	1	2.04082
1	57939	47	100	1	2.12766
1	55197	45	100	1	2.22222
1	57674	47	100	1	2.12766
1	61424	50	100	1	2
1	58261	47	100	1	2.12766
1	56945	46	100	1	2.17391
1	53482	43	100	1	2.32558
1	56747	46	100	1	2.17391
1	59374	48	100	1	2.08333
1	59846	48	100	1	2.08333
1	53465	43	100	1	2.32558
1	59948	48	100	1	2.08333
1	54905	44	100	1	2.27273
1	54370	44	100	1	2.27273
1	59213	48	100	1	2.08333
1	52996	43	100	1	2.32558
1	59107	48	100	1	2.08333
1	60434	49	100	1	2.04082
1	59391	48	100	1	2.08333
1	58172	47	100	1	2.12766
1	55128	45	100	1	2.22222
1	56248	45	100	1	2.22222
1	61433	50	100	1	2
1	58628	47	100	1	2.12766
1	59223	48	100	1	2.08333
1	57965	47	100	1	2.12766
1	54219	44	100	1	2.27273
1	53955	44	100	1	2.27273
1	59475	48	100	1	2.08333
1	55568	45	100	1	2.22222
1	59116	48	100	1	2.08333
1	54879	44	100	1	2.27273
1	61370	50	100	1	2
1	55346	45	100	1	2.22222
1	57505	47	100	1	2.12766
1	56029	45	100	1	2.22222
1	54195	44	100	1	2.27273
1	58566	47	100	1	2.12766
1	55872	45	100	1	2.22222
1	60286	49	100	1	2.04082
1	59954	48	100	1	2.08333
1	54306	44	100	1	2.27273
1	60543	49	100	1	2.04082
1	57926	47	100	1	2.12766
1	59350	48	100	1	2.08333
1	52016	42	100	1	2.38095
1	56237	45	100	1	2.22222
1	57696	47	100	1	2.12766
1	55537	45	100	1	2.22222
1	56353	46	100	1	2.17391
1	60049	49	100	1	2.04082
1	56616	46	100	1	2.17391
1	58782	48	100	1	2.08333
1	60455	49	100	1	2.04082
1	55392	45	100	1	2.22222
1	53447	43	100	1	2.32558
1	54697	44	100	1	2.27273
1	58289	47	100	1	2.12766
1	58259	47	100	1	2.12766
1	51703	42	100	1	2.38095
1	57456	46	100	1	2.17391
1	58129	47	100	1	2.12766
1	58583	47	100	1	2.12766
1	56517	46	100	1	2.17391
1	55411	45	100	1	2.22222
1	55733	45	100	1	2.22222
1	55927	45	100	1	2.22222
1	57383	46	100	1	2.17391
1	56492	46	100	1	2.17391
1	56640	46	100	1	2.17391
1	54554	44	100	1	2.27273
1	64447	52	100	1	1.92308
1	58209	47	100	1	2.12766
1	56828	46	100	1	2.17391
1	58535	47	100	1	2.12766
1	55291	45	100	1	2.22222
1	57961	47	100	1	2.12766
1	60090	49	100	1	2.04082
1	59139	48	100	1	2.08333
1	57086	46	100	1	2.17391
1	58105	47	100	1	2.12766
1	57123	46	100	1	2.17391
1	55612	45	100	1	2.22222
1	56374	46	100	1	2.17391
1	58463	47	100	1	2.12766
1	52750	43	100	1	2.32558
1	54717	44	100	1	2.27273
1	57121	46	100	1	2.17391
1	54985	44	100	1	2.27273
1	65464	53	100	1	1.88679
1	61494	50	100	1	2
1	59973	48	100	1	2.08333
1	62872	51	100	1	1.96078
1	53537	43	100	1	2.32558
1	57120	46	100	1	2.17391
1	60119	49	100	1	2.04082
1	56098	45	100	1	2.22222
1	55784	45	100	1	2.22222
1	62533	51	100	1	1.96078
1	60767	49	100	1	2.04082
1	58968	48	100	1	2.08333
1	63026	51	100	1	1.96078
1	55466	45	100	1	2.22222
1	60682	49	100	1	2.04082
1	53732	43	100	1	2.32558
1	61277	50	100	1	2
1	58722	47	100	1	2.12766
1	56951	46	100	1	2.17391
1	58339	47	100	1	2.12766
1	58857	48	100	1	2.08333
1	55545	45	100	1	2.22222
1	59779	48	100	1	2.08333
1	56126	45	100	1	2.22222
1	57554	47	100	1	2.12766
1	58815	48	100	1	2.08333
1	52303	42	100	1	2.38095
1	57327	46	100	1	2.17391
1	62239	50	100	1	2
1	61893	50	100	1	2
1	59722	48	100	1	2.08333
1	60703	49	100	1	2.04082
1	59094	48	100	1	2.08333
1	58487	47	100	1	2.12766
1	55924	45	100	1	2.22222
1	56630	46	100	1	2.17391
1	61416	50	100	1	2
1	56829	46	100	1	2.17391
1	53732	43	100	1	2.32558
1	56384	46	100	1	2.17391
1	57007	46	100	1	2.17391
1	56582	46	100	1	2.17391
1	58246	47	100	1	2.12766
1	57524	47	100	1	2.12766
1	62296	50	100	1	2
1	52502	43	100	1	2.32558
1	57569	47	100	1	2.12766
1	62447	50	100	1	2
1	57793	47	100	1	2.12766
1	58846	48	100	1	2.08333
1	58287	47	100	1	2.12766
1	60131	49	100	1	2.04082
1	56150	45	100	1	2.22222
1	55546	45	100	1	2.22222
1	58575	47	100	1	2.12766
1	57298	46	100	1	2.17391
1	55062	45	100	1	2.22222
1	57559	47	100	1	2.12766
1	58785	48	100	1	2.08333
1	62683	51	100	1	1.96078
1	58405	47	100	1	2.12766
1	53545	43	100	1	2.32558
1	57775	47	100	1	2.12766
1	58887	48	100	1	2.08333
1	61125	49	100	1	2.04082
1	60136	49	100	1	2.04082
1	57557	47	100	1	2.12766
1	60360	49	100	1	2.04082
1	60654	49	100	1	2.04082
1	60120	49	100	1	2.04082
1	54316	44	100	1	2.27273
1	53442	43	100	1	2.32558
1	57673	47	100	1	2.12766
1	57880	47	100	1	2.12766
1	57633	47	100	1	2.12766
1	54653	44	100	1	2.27273
1	60024	49	100	1	2.04082
1	55544	45	100	1	2.22222
1	57460	46	100	1	2.17391
1	58489	47	100	1	2.12766
1	60424	49	100	1	2.04082
1	59244	48	100	1	2.08333
1	55253	45	100	1	2.22222
1	56545	46	100	1	2.17391
1	56514	46	100	1	2.17391
1	58740	47	100	1	2.12766
1	55785	45	100	1	2.22222
1	58216	47	100	1	2.12766
1	54953	44	100	1	2.27273
1	57432	46	100	1	2.17391
1	57405	46	100	1	2.17391
1	56187	45	100	1	2.22222
1	59363	48	100	1	2.08333
1	61593	50	100	1	2
1	57443	46	100	1	2.17391
1	59639	48	100	1	2.08333
1	56533	46	100	1	2.17391
1	56787	46	100	1	2.17391
1	58475	47	100	1	2.12766
1	56452	46	100	1	2.17391
1	60716	49	100	1	2.04082
1	56210	45	100	1	2.22222
1	53641	43	100	1	2.32558
1	55125	45	100	1	2.22222
1	58009	47	100	1	2.12766
1	60696	49	100	1	2.04082
1	56362	46	100	1	2.17391
1	61580	50	100	1	2
1	57743	47	100	1	2.12766
1	58351	47	100	1	2.12766
1	57890	47	100	1	2.12766
1	57926	47	100	1	2.12766
1	55097	45	100	1	2.22222
1	53483	43	100	1	2.32558
1	57704	47	100	1	2.12766
1	60921	49	100	1	2.04082
1	56847	46	100	1	2.17391
1	59821	48	100	1	2.08333
1	57561	47	100	1	2.12766
1	55931	45	100	1	2.22222
1	56377	46	100	1	2.17391
1	55510	45	100	1	2.22222
1	52065	42	100	1	2.38095
1	56250	45	100	1	2.22222
1	57711	47	100	1	2.12766
1	55854	45	100	1	2.22222
1	56056	45	100	1	2.22222
1	56165	45	100	1	2.22222
1	58958	48	100	1	2.08333
1	60831	49	100	1	2.04082
1	54978	44	100	1	2.27273
1	57242	46	100	1	2.17391
1	62386	50	100	1	2
1	56904	46	100	1	2.17391
1	57178	46	100	1	2.17391
1	56165	45	100	1	2.22222
1	59391	48	100	1	2.08333
1	53767	44	100	1	2.27273
1	58633	47	100	1	2.12766
1	59820	48	100	1	2.08333
1	57321	46	100	1	2.17391
1	58948	48	100	1	2.08333
1	54985	44	100	1	2.27273
1	53195	43	100	1	2.32558
1	58645	47	100	1	2.12766
1	59388	48	100	1	2.08333
1	56140	45	100	1	2.22222
1	56307	46	100	1	2.17391
1	54645	44	100	1	2.27273
1	55225	45	100	1	2.22222
1	57324	46	100	1	2.17391
1	59593	48	100	1	2.08333
1	57335	46	100	1	2.17391
1	59098	48	100	1	2.08333
1	53057	43	100	1	2.32558
1	57689	47	100	1	2.12766
1	57700	47	100	1	2.12766
1	57466	46	100	1	2.17391
1	58639	47	100	1	2.12766
1	52550	43	100	1	2.32558
1	57677	47	100	1	2.12766
1	56751	46	100	1	2.17391
1	60613	49	100	1	2.04082
1	58817	48	100	1	2.08333
1	52781	43	100	1	2.32558
1	63015	51	100	1	1.96078
1	59049	48	100	1	2.08333
1	58424	47	100	1	2.12766
1	59570	48	100	1	2.08333
1	58107	47	100	1	2.12766
1	54092	44	100	1	2.27273
1	59688	48	100	1	2.08333
1	57502	47	100	1	2.12766
1	56444	46	100	1	2.17391
1	56626	46	100	1	2.17391
1	54875	44	100	1	2.27273
1	55153	45	100	1	2.22222
1	58723	47	100	1	2.12766
1	58212	47	100	1	2.12766
1	55947	45	100	1	2.22222
1	58365	47	100	1	2.12766
1	59432	48	100	1	2.08333
1	52985	43	100	1	2.32558
1	59290	48	100	1	2.08333
1	57268	46	100	1	2.17391
1	57855	47	100	1	2.12766
1	58024	47	100	1	2.12766
1	55533	45	100	1	2.22222
1	60209	49	100	1	2.04082
1	57480	46	100	1	2.17391
1	56534	46	100	1	2.17391
1	59575	48	100	1	2.08333
1	58631	47	100	1	2.12766
1	61667	50	100	1	2
1	60289	49	100	1	2.04082
1	60764	49	100	1	2.04082
1	61578	50	100	1	2
1	56748	46	100	1	2.17391
1	54517	44	100	1	2.27273
1	57473	46	100	1	2.17391
1	57908	47	100	1	2.12766
1	56843	46	100	1	2.17391
1	51933	42	100	1	2.38095
1	57157	46	100	1	2.17391
1	53134	43	100	1	2.32558
1	56770	46	100	1	2.17391
1	58256	47	100	1	2.12766
1	59121	48	100	1	2.08333
1	57202	46	100	1	2.17391
1	57314	46	100	1	2.17391
1	56218	45	100	1	2.22222
1	62311	50	100	1	2
1	61990	50	100	1	2
1	55041	45	100	1	2.22222
1	55399	45	100	1	2.22222
1	55766	45	100	1	2.22222
1	56007	45	100	1	2.22222
1	52094	42	100	1	2.38095
1	54845	44	100	1	2.27273
1	63332	51	100	1	1.96078
1	64227	52	100	1	1.92308
1	56758	46	100	1	2.17391
1	54317	44	100	1	2.27273
1	56953	46	100	1	2.17391
1	57080	46	100	1	2.17391
1	51043	41	100	1	2.43902
1	56628	46	100	1	2.17391
1	53998	44	100	1	2.27273
1	56651	46	100	1	2.17391
1	51431	42	100	1	2.38095
1	56270	46	100	1	2.17391
1	59899	48	100	1	2.08333
1	54816	44	100	1	2.27273
1	55128	45	100	1	2.22222
1	50647	41	100	1	2.43902
1	59542	48	100	1	2.08333
1	60183	49	100	1	2.04082
1	52480	42	100	1	2.38095
1	59226	48	100	1	2.08333
1	58823	48	100	1	2.08333
1	54826	44	100	1	2.27273
1	60735	49	100	1	2.04082
1	58455	47	100	1	2.12766
1	53945	44	100	1	2.27273
1	56465	46	100	1	2.17391
1	57971	47	100	1	2.12766
1	52134	42	100	1	2.38095
1	59434	48	100	1	2.08333
1	61249	49	100	1	2.04082
1	58711	47	100	1	2.12766
1	60714	49	100	1	2.04082
1	55436	45	100	1	2.22222
1	52935	43	100	1	2.32558
1	54268	44	100	1	2.27273
1	56371	46	100	1	2.17391
1	57250	46	100	1	2.17391
1	58562	47	100	1	2.12766
1	60557	49	100	1	2.04082
1	57438	46	100	1	2.17391
1	59256	48	100	1	2.08333
1	59488	48	100	1	2.08333
1	54634	44	100	1	2.27273
1	53713	43	100	1	2.32558
1	55181	45	100	1	2.22222
1	59074	48	100	1	2.08333
1	56915	46	100	1	2.17391
1	63697	51	100	1	1.96078
1	58840	48	100	1	2.08333
1	55097	45	100	1	2.22222
1	55055	45	100	1	2.22222
1	57062	46	100	1	2.17391
1	57510	47	100	1	2.12766
1	59071	48	100	1	2.08333
1	51142	41	100	1	2.43902
1	58826	48	100	1	2.08333
1	51466	42	100	1	2.38095
1	58975	48	100	1	2.08333
1	60095	49	100	1	2.04082
1	57526	47	100	1	2.12766
1	60990	49	100	1	2.04082
1	58412	47	100	1	2.12766
1	58576	47	100	1	2.12766
1	59438	48	100	1	2.08333
1	56866	46	100	1	2.17391
1	59394	48	100	1	2.08333
1	55793	45	100	1	2.22222
1	53835	44	100	1	2.27273
1	56761	46	100	1	2.17391
1	58779	48	100	1	2.08333
1	56990	46	100	1	2.17391
1	52442	42	100	1	2.38095
1	55501	45	100	1	2.22222
